Periods,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,21600.0,22680.0,23814.0,25004.700000000004,26254.935000000005,27567.681750000007,28946.06583750001,30393.36912937501,31913.037585843762,33508.68946513595,35184.123938392746,36943.33013531239,38790.49664207801,40730.021474181915,42766.522547891014,44904.84867528557,47150.09110904984,49507.59566450233,51982.97544772745,54582.12422011383
20,220050.0,231052.5,242605.125,254735.38125000003,267472.1503125001,280845.7578281251,294888.04571953136,309632.44800550793,325114.0704057833,341369.7739260725,358438.2626223761,376360.17575349496,395178.1845411697,414937.09376822825,435683.94845663966,457468.1458794717,480341.5531734452,504358.6308321175,529576.5623737234,556055.3904924097
21,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
22,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
23,252360.0,264978.0,278226.9,292138.24500000005,306745.15725000005,322082.4151125001,338186.5358681251,355095.86266153137,372850.65579460794,391493.18858433835,411067.8480135553,431621.24041423306,453202.3024349447,475862.41755669203,499655.53843452665,524638.3153562531,550870.2311240656,578413.742680269,607334.4298142823,637701.1513049966
24,225000.0,236250.0,248062.5,260465.62500000003,273488.90625000006,287163.35156250006,301521.5191406251,316597.59509765636,332427.4748525392,349048.8485951662,366501.29102492443,384826.3555761707,404067.67335497926,424271.05702272826,445484.6098738647,467758.84036755795,491146.78238593583,515704.12150523264,541489.3275804942,568563.7939595191
25,231720.0,243306.0,255471.30000000002,268244.86500000005,281657.10825000005,295739.9636625001,310526.9618456251,326053.30993790634,342355.97543480166,359473.77420654177,377447.46291686886,396319.8360627123,416135.82786584797,436942.6192591404,458789.75022209744,481729.23773320235,505815.6996198624,531106.4846008556,557661.8088308984,585544.8992724434
26,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
27,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
28,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
29,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
30,217950.0,228847.5,240289.875,252304.36875000002,264919.58718750003,278165.56654687505,292073.84487421886,306677.5371179298,322011.4139738263,338111.98467251763,355017.5839061435,372768.4631014507,391406.88625652326,410977.2305693494,431526.09209781693,453102.3967027078,475757.51653784316,499545.39236473537,524522.6619829722,550748.7950821208
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,27750.0,29137.5,30594.375,32124.093750000004,33730.29843750001,35416.81335937501,37187.654027343764,39047.03672871095,40999.388565146495,43049.35799340383,45201.82589307402,47461.91718772772,49835.01304711411,52326.76369946982,54943.10188444331,57690.256978665486,60574.76982759875,63603.5083189787,66783.68373492763,70122.86792167401
44,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
45,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
46,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
47,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
48,159570.0,167548.5,175925.92500000002,184722.22125000003,193958.33231250005,203656.24892812505,213839.0613745313,224531.01444325788,235757.5651654208,247545.44342369185,259922.7155948764,272918.8513746203,286564.7939433513,300893.0336405189,315937.6853225448,331734.56958867214,348321.29806810565,365737.36297151103,384024.23112008657,403225.4426760909
49,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
50,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
51,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
52,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
53,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
54,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
55,76410.0,80230.5,84242.02500000001,88454.12625000002,92876.83256250001,97520.67419062502,102396.70790015628,107516.5432951641,112892.3704599223,118536.98898291842,124463.83843206434,130687.03035366756,137221.38187135095,144082.4509649185,151286.57351316445,158850.90218882269,166793.4472982638,175133.119663177,183889.77564633585,193084.26442865268
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,93750.0,98437.5,103359.375,108527.34375000001,113953.71093750001,119651.39648437503,125633.9663085938,131915.66462402348,138511.44785522466,145437.0202479859,152708.87126038517,160344.31482340445,168361.5305645747,176779.60709280343,185618.58744744363,194899.51681981582,204644.4926608066,214876.71729384694,225620.5531585393,236901.58081646627
67,225000.0,236250.0,248062.5,260465.62500000003,273488.90625000006,287163.35156250006,301521.5191406251,316597.59509765636,332427.4748525392,349048.8485951662,366501.29102492443,384826.3555761707,404067.67335497926,424271.05702272826,445484.6098738647,467758.84036755795,491146.78238593583,515704.12150523264,541489.3275804942,568563.7939595191
68,249960.0,262458.0,275580.9,289359.945,303827.9422500001,319019.33936250006,334970.3063306251,351718.8216471564,369304.7627295142,387770.0008659899,407158.5009092894,427516.4259547539,448892.24725249165,471336.85961511626,494903.7025958721,519648.88772566576,545631.332111949,572912.8987175465,601558.5436534238,631636.470836095
69,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
70,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
71,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
72,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
73,190050.0,199552.5,209530.125,220006.63125000003,231006.96281250005,242557.31095312507,254685.17650078132,267419.4353258204,280790.4070921114,294829.927446717,309571.42381905287,325049.99501000554,341302.4947605058,358367.6194985311,376286.00047345774,395100.3004971306,414855.3155219871,435598.0812980865,457377.9853629908,480246.88463114045
74,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
75,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
76,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
77,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
78,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
79,91800.0,96390.0,101209.5,106269.975,111583.47375000002,117162.64743750004,123020.77980937503,129171.8187998438,135630.40973983597,142411.9302268278,149532.52673816917,157009.15307507766,164859.61072883155,173102.59126527313,181757.7208285368,190845.60686996364,200387.8872134618,210407.28157413492,220927.64565284166,231974.02793548378
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,12000.0,12600.0,13230.0,13891.500000000002,14586.075000000003,15315.378750000003,16081.147687500004,16885.205071875007,17729.465325468755,18615.938591742193,19546.735521329305,20524.07229739577,21550.275912265563,22627.78970787884,23759.179193272783,24947.138152936426,26194.495060583242,27504.21981361241,28879.430804293028,30323.402344507685
91,167550.0,175927.5,184723.875,193960.06875000003,203658.07218750005,213840.97579687505,224533.02458671882,235759.67581605478,247547.65960685752,259925.04258720038,272921.2947165604,286567.3594523884,300895.7274250079,315940.5137962583,331737.53948607127,348324.41646037484,365740.63728339353,384027.6691475632,403229.0526049414,423390.5052351885
92,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
93,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
94,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
95,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
96,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
97,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
98,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
99,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
100,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
101,253800.0,266490.0,279814.5,293805.22500000003,308495.4862500001,323920.2605625001,340116.2735906251,357122.08727015636,374978.1916336642,393727.1012153474,413413.4562761148,434084.12908992055,455788.3355444166,478577.75232163747,502506.6399377194,527631.9719346054,554013.5705313355,581714.2490579025,610799.9615107975,641339.9595863376
102,60840.0,63882.0,67076.1,70429.90500000001,73951.40025000002,77648.97026250002,81531.41877562503,85607.98971440629,89888.38920012659,94382.80866013293,99101.94909313957,104057.04654779656,109259.8988751864,114722.89381894571,120459.03850989301,126481.99043538768,132806.08995715703,139446.3944550149,146418.71417776565,153739.64988665396
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,135000.0,141750.0,148837.5,156279.37500000003,164093.34375000003,172298.01093750005,180912.91148437504,189958.5570585938,199456.4849115235,209429.3091570997,219900.77461495466,230895.81334570242,242440.60401298755,254562.63421363695,267290.7659243188,280655.3042205348,294688.0694315615,309422.4729031396,324893.59654829657,341138.27637571143
115,238440.0,250362.0,262880.10000000003,276024.10500000004,289825.31025000004,304316.5757625001,319532.4045506251,335509.02477815637,352284.4760170642,369898.6998179174,388393.6348088133,407813.31654925394,428203.9823767167,449614.18149555253,472094.8905703302,495699.63509884675,520484.616853789,546508.8476964786,573834.2900813025,602526.0045853677
